"response_id","customer_id","date_key","year_month","nps_score","nps_category","nps_value","reason","feature_request","plan_tier","country","acquisition_channel","submitted_at"
"321804ad-c1b","2b1d5a70-51a7-4c83-8dea-4b513031a91e",20240601,"2024-06",10,"Promoter",1,"Saves me hours every week","More integrations","pro","IN","organic_search","2024-06-01 10:49:53+01"
"c76da856-408","2b1d5a70-51a7-4c83-8dea-4b513031a91e",20240901,"2024-09",6,"Detractor",-1,"Keeps crashing on mobile","Better reporting","pro","IN","organic_search","2024-09-01 03:37:12+01"
"14d186e1-3f3","2b1d5a70-51a7-4c83-8dea-4b513031a91e",20241201,"2024-12",7,"Passive",0,"Some bugs occasionally","Mobile app improvements","pro","IN","organic_search","2024-12-01 22:10:15+01"
"05831a15-e77","2b1d5a70-51a7-4c83-8dea-4b513031a91e",20250301,"2025-03",9,"Promoter",1,"Love the kanban board","Mobile app improvements","pro","IN","organic_search","2025-03-01 12:02:57+01"
"0fd583c7-b7d","2b1d5a70-51a7-4c83-8dea-4b513031a91e",20250601,"2025-06",7,"Passive",0,"Good but missing a few features","More integrations","pro","IN","organic_search","2025-06-01 12:48:20+01"
"d1de5783-c48","a76226a6-f8f2-4c53-9d95-29ae08804603",20241201,"2024-12",9,"Promoter",1,"Saves me hours every week","More integrations","business","NG","linkedin_ads","2024-12-01 11:23:31+01"
"af123a3a-a81","a76226a6-f8f2-4c53-9d95-29ae08804603",20250301,"2025-03",10,"Promoter",1,"Saves me hours every week","More integrations","business","NG","linkedin_ads","2025-03-01 05:31:14+01"
"4738f8d3-d0b","a76226a6-f8f2-4c53-9d95-29ae08804603",20250601,"2025-06",10,"Promoter",1,"Super easy to use","More integrations","business","NG","linkedin_ads","2025-06-01 14:39:39+01"
"49e90bf0-bde","3fb4b418-a6b8-4405-a4f0-8162daa0fbd5",20250301,"2025-03",10,"Promoter",1,"Super easy to use","Bulk actions","business","GB","linkedin_ads","2025-03-01 20:59:10+01"
"50dc9339-596","3fb4b418-a6b8-4405-a4f0-8162daa0fbd5",20250601,"2025-06",0,"Detractor",-1,"Keeps crashing on mobile","API docs","business","GB","linkedin_ads","2025-06-01 01:39:18+01"
"1bcd27bc-940","3e2188ad-0a1f-4b29-8200-750a158a226e",20241201,"2024-12",10,"Promoter",1,"Super easy to use","More integrations","pro","US","google_ads","2024-12-01 22:08:28+01"
"78bd93d3-f00","3e2188ad-0a1f-4b29-8200-750a158a226e",20250301,"2025-03",10,"Promoter",1,"Best tool for my team","More integrations","pro","US","google_ads","2025-03-01 15:17:02+01"
"bf95322c-914","3e2188ad-0a1f-4b29-8200-750a158a226e",20250601,"2025-06",6,"Detractor",-1,"Missing integrations I need","","pro","US","google_ads","2025-06-01 13:29:48+01"
"7d0ebada-eb9","9d1dfc62-9f83-444c-8fff-a3dfbc4b9589",20240601,"2024-06",10,"Promoter",1,"Best tool for my team","Mobile app improvements","starter","ZA","referral","2024-06-01 13:49:02+01"
"d6d9524c-36c","9d1dfc62-9f83-444c-8fff-a3dfbc4b9589",20240901,"2024-09",9,"Promoter",1,"Love the kanban board","","starter","ZA","referral","2024-09-01 22:10:52+01"
"ab070f57-bd9","9d1dfc62-9f83-444c-8fff-a3dfbc4b9589",20241201,"2024-12",8,"Passive",0,"Works well enough","Mobile app improvements","starter","ZA","referral","2024-12-01 10:27:37+01"
"18a9ea68-dfe","9d1dfc62-9f83-444c-8fff-a3dfbc4b9589",20250301,"2025-03",9,"Promoter",1,"Clean UI, nothing bloated","","starter","ZA","referral","2025-03-01 08:37:36+01"
"3e107ee2-968","9d1dfc62-9f83-444c-8fff-a3dfbc4b9589",20250601,"2025-06",10,"Promoter",1,"Saves me hours every week","Bulk actions","starter","ZA","referral","2025-06-01 23:26:51+01"
"3166abce-6f6","4f60b48f-01b0-4fcb-aa32-9f002b2a8706",20240901,"2024-09",9,"Promoter",1,"Super easy to use","API docs","starter","CA","google_ads","2024-09-01 18:35:20+01"
"8df45f83-ae4","4f60b48f-01b0-4fcb-aa32-9f002b2a8706",20241201,"2024-12",9,"Promoter",1,"Love the kanban board","More integrations","starter","CA","google_ads","2024-12-01 13:34:01+01"
"ff7ed24f-99e","4f60b48f-01b0-4fcb-aa32-9f002b2a8706",20250301,"2025-03",7,"Passive",0,"Decent price","API docs","starter","CA","google_ads","2025-03-01 02:52:12+01"
"2a5e119d-278","4f60b48f-01b0-4fcb-aa32-9f002b2a8706",20250601,"2025-06",9,"Promoter",1,"Saves me hours every week","Mobile app improvements","starter","CA","google_ads","2025-06-01 10:11:11+01"
"b72591e1-976","26781901-6364-4a0f-b687-f5e8f2d9aee6",20240301,"2024-03",10,"Promoter",1,"Super easy to use","Mobile app improvements","starter","US","linkedin_ads","2024-03-01 01:56:39+01"
"1533f2b2-7cf","26781901-6364-4a0f-b687-f5e8f2d9aee6",20240601,"2024-06",7,"Passive",0,"Decent price","API docs","starter","US","linkedin_ads","2024-06-01 23:28:43+01"
"90ad0bc1-e86","26781901-6364-4a0f-b687-f5e8f2d9aee6",20240901,"2024-09",9,"Promoter",1,"Best tool for my team","API docs","starter","US","linkedin_ads","2024-09-01 04:42:09+01"
"b1bd5488-07d","26781901-6364-4a0f-b687-f5e8f2d9aee6",20241201,"2024-12",5,"Detractor",-1,"Confusing onboarding","Mobile app improvements","starter","US","linkedin_ads","2024-12-01 13:12:13+01"
"8248b055-2f8","26781901-6364-4a0f-b687-f5e8f2d9aee6",20250301,"2025-03",9,"Promoter",1,"Love the kanban board","Bulk actions","starter","US","linkedin_ads","2025-03-01 22:39:02+01"
"1831725b-63f","26781901-6364-4a0f-b687-f5e8f2d9aee6",20250601,"2025-06",10,"Promoter",1,"Super easy to use","Mobile app improvements","starter","US","linkedin_ads","2025-06-01 17:30:39+01"
"e850833d-157","d5fdf0f1-d51a-4c94-bd09-9808fecfaa4a",20240601,"2024-06",2,"Detractor",-1,"Confusing onboarding","Mobile app improvements","pro","CA","product_hunt","2024-06-01 16:19:27+01"
"60378e20-af8","d5fdf0f1-d51a-4c94-bd09-9808fecfaa4a",20240901,"2024-09",9,"Promoter",1,"Great value","Bulk actions","pro","CA","product_hunt","2024-09-01 06:16:20+01"
"0f0797d2-dfe","d5fdf0f1-d51a-4c94-bd09-9808fecfaa4a",20241201,"2024-12",10,"Promoter",1,"Saves me hours every week","API docs","pro","CA","product_hunt","2024-12-01 10:50:29+01"
"684a74b3-38b","d5fdf0f1-d51a-4c94-bd09-9808fecfaa4a",20250301,"2025-03",5,"Detractor",-1,"Keeps crashing on mobile","API docs","pro","CA","product_hunt","2025-03-01 13:37:29+01"
"25c3d185-869","d5fdf0f1-d51a-4c94-bd09-9808fecfaa4a",20250601,"2025-06",10,"Promoter",1,"Best tool for my team","Bulk actions","pro","CA","product_hunt","2025-06-01 18:44:37+01"
"def19e38-920","18578563-0955-478c-bce4-1a726d6fa0f6",20240901,"2024-09",7,"Passive",0,"Works well enough","More integrations","pro","NG","product_hunt","2024-09-01 15:31:48+01"
"a1b86801-212","18578563-0955-478c-bce4-1a726d6fa0f6",20241201,"2024-12",10,"Promoter",1,"Super easy to use","More integrations","pro","NG","product_hunt","2024-12-01 06:18:55+01"
"2f2bc8a0-307","18578563-0955-478c-bce4-1a726d6fa0f6",20250301,"2025-03",8,"Passive",0,"Good but missing a few features","Mobile app improvements","pro","NG","product_hunt","2025-03-01 01:36:26+01"
"d16010d7-e9d","18578563-0955-478c-bce4-1a726d6fa0f6",20250601,"2025-06",4,"Detractor",-1,"Missing integrations I need","Bulk actions","pro","NG","product_hunt","2025-06-01 23:53:58+01"
"34428a35-a69","a31cfb2f-8ccf-4ef8-a25a-33b3e2754be3",20240901,"2024-09",10,"Promoter",1,"Saves me hours every week","Bulk actions","business","US","organic_search","2024-09-01 17:09:44+01"
"0e09e551-3c4","a31cfb2f-8ccf-4ef8-a25a-33b3e2754be3",20241201,"2024-12",9,"Promoter",1,"Saves me hours every week","Mobile app improvements","business","US","organic_search","2024-12-01 12:13:38+01"
"d54b2a6a-3fe","a31cfb2f-8ccf-4ef8-a25a-33b3e2754be3",20250301,"2025-03",1,"Detractor",-1,"Too expensive for what it offers","More integrations","business","US","organic_search","2025-03-01 11:59:23+01"
"1d99f52a-8a2","a31cfb2f-8ccf-4ef8-a25a-33b3e2754be3",20250601,"2025-06",8,"Passive",0,"Good but missing a few features","","business","US","organic_search","2025-06-01 02:27:47+01"
"661b4092-e6d","ec54bcd4-f3d2-4f20-bdd6-5cddbd1710ae",20240601,"2024-06",7,"Passive",0,"Some bugs occasionally","Bulk actions","pro","US","organic_search","2024-06-01 13:25:35+01"
"239d5db3-9b7","ec54bcd4-f3d2-4f20-bdd6-5cddbd1710ae",20240901,"2024-09",8,"Passive",0,"Decent price","More integrations","pro","US","organic_search","2024-09-01 04:11:20+01"
"d1e28a59-5c4","ec54bcd4-f3d2-4f20-bdd6-5cddbd1710ae",20241201,"2024-12",10,"Promoter",1,"Saves me hours every week","API docs","pro","US","organic_search","2024-12-01 17:26:58+01"
"42e085cf-e78","ec54bcd4-f3d2-4f20-bdd6-5cddbd1710ae",20250301,"2025-03",10,"Promoter",1,"Love the kanban board","Better reporting","pro","US","organic_search","2025-03-01 16:01:59+01"
"671648e2-65e","ec54bcd4-f3d2-4f20-bdd6-5cddbd1710ae",20250601,"2025-06",9,"Promoter",1,"Clean UI, nothing bloated","Mobile app improvements","pro","US","organic_search","2025-06-01 22:44:57+01"
"aade6f72-9a4","e0ab5aa6-b62f-40b8-a999-2809f58cc285",20240601,"2024-06",8,"Passive",0,"Works well enough","Bulk actions","business","NG","referral","2024-06-01 11:58:04+01"
"1c355044-9c7","e0ab5aa6-b62f-40b8-a999-2809f58cc285",20240901,"2024-09",9,"Promoter",1,"Clean UI, nothing bloated","Better reporting","business","NG","referral","2024-09-01 12:08:29+01"
"3112a4d5-9be","e0ab5aa6-b62f-40b8-a999-2809f58cc285",20241201,"2024-12",10,"Promoter",1,"Love the kanban board","","business","NG","referral","2024-12-01 04:46:06+01"
"2250540b-cad","e0ab5aa6-b62f-40b8-a999-2809f58cc285",20250301,"2025-03",6,"Detractor",-1,"Too expensive for what it offers","API docs","business","NG","referral","2025-03-01 03:18:31+01"
"b90d47c7-d08","e0ab5aa6-b62f-40b8-a999-2809f58cc285",20250601,"2025-06",0,"Detractor",-1,"Too expensive for what it offers","API docs","business","NG","referral","2025-06-01 09:59:00+01"
"6f2ac6ae-352","30cf2bd1-54f1-4783-a497-55054e73fe1c",20240301,"2024-03",6,"Detractor",-1,"Keeps crashing on mobile","","pro","US","linkedin_ads","2024-03-01 06:48:48+01"
"82ca8d07-a20","30cf2bd1-54f1-4783-a497-55054e73fe1c",20240601,"2024-06",5,"Detractor",-1,"Keeps crashing on mobile","Better reporting","pro","US","linkedin_ads","2024-06-01 14:11:52+01"
"877fd1d3-643","30cf2bd1-54f1-4783-a497-55054e73fe1c",20240901,"2024-09",10,"Promoter",1,"Super easy to use","Better reporting","pro","US","linkedin_ads","2024-09-01 23:04:43+01"
"3dc243a6-f68","30cf2bd1-54f1-4783-a497-55054e73fe1c",20241201,"2024-12",3,"Detractor",-1,"Support was slow","API docs","pro","US","linkedin_ads","2024-12-01 10:32:28+01"
"80a6fd5c-b60","30cf2bd1-54f1-4783-a497-55054e73fe1c",20250301,"2025-03",2,"Detractor",-1,"Missing integrations I need","Bulk actions","pro","US","linkedin_ads","2025-03-01 12:41:39+01"
"16180720-551","30cf2bd1-54f1-4783-a497-55054e73fe1c",20250601,"2025-06",7,"Passive",0,"Decent price","API docs","pro","US","linkedin_ads","2025-06-01 13:44:17+01"
"ae8e9c2d-78f","4b01b2d4-76d4-4aa4-9dec-b278fe32a515",20240301,"2024-03",8,"Passive",0,"Decent price","Bulk actions","starter","GB","google_ads","2024-03-01 17:02:04+01"
"51546863-6c6","4b01b2d4-76d4-4aa4-9dec-b278fe32a515",20240601,"2024-06",9,"Promoter",1,"Love the kanban board","Better reporting","starter","GB","google_ads","2024-06-01 07:39:42+01"
"d124d8ed-6c0","4b01b2d4-76d4-4aa4-9dec-b278fe32a515",20240901,"2024-09",9,"Promoter",1,"Best tool for my team","Better reporting","starter","GB","google_ads","2024-09-01 01:30:04+01"
"e22bb3e9-102","4b01b2d4-76d4-4aa4-9dec-b278fe32a515",20241201,"2024-12",10,"Promoter",1,"Super easy to use","Mobile app improvements","starter","GB","google_ads","2024-12-01 08:31:02+01"
"7e02bcee-f65","4b01b2d4-76d4-4aa4-9dec-b278fe32a515",20250301,"2025-03",10,"Promoter",1,"Best tool for my team","Bulk actions","starter","GB","google_ads","2025-03-01 22:35:33+01"
"04e2a56e-156","4b01b2d4-76d4-4aa4-9dec-b278fe32a515",20250601,"2025-06",9,"Promoter",1,"Super easy to use","Mobile app improvements","starter","GB","google_ads","2025-06-01 20:50:47+01"
"ae50b34d-2fa","e7d463d6-4c20-4b3f-92ac-a8564f7f9997",20240901,"2024-09",6,"Detractor",-1,"Confusing onboarding","Bulk actions","starter","ZA","product_hunt","2024-09-01 04:37:24+01"
"eda12a46-456","e7d463d6-4c20-4b3f-92ac-a8564f7f9997",20241201,"2024-12",10,"Promoter",1,"Saves me hours every week","Bulk actions","starter","ZA","product_hunt","2024-12-01 08:13:52+01"
"4c491a5b-aeb","e7d463d6-4c20-4b3f-92ac-a8564f7f9997",20250301,"2025-03",8,"Passive",0,"Some bugs occasionally","Mobile app improvements","starter","ZA","product_hunt","2025-03-01 22:28:57+01"
"833f7686-bf3","e7d463d6-4c20-4b3f-92ac-a8564f7f9997",20250601,"2025-06",9,"Promoter",1,"Clean UI, nothing bloated","Bulk actions","starter","ZA","product_hunt","2025-06-01 11:01:18+01"
"33b9e7d4-4d9","6034b4d4-1ca5-4474-aa2d-abc29508e107",20240601,"2024-06",9,"Promoter",1,"Best tool for my team","","starter","CA","google_ads","2024-06-01 21:41:40+01"
"da8d58f8-371","6034b4d4-1ca5-4474-aa2d-abc29508e107",20240901,"2024-09",10,"Promoter",1,"Super easy to use","API docs","starter","CA","google_ads","2024-09-01 20:00:52+01"
"25d2f3fd-3ca","6034b4d4-1ca5-4474-aa2d-abc29508e107",20241201,"2024-12",10,"Promoter",1,"Super easy to use","Mobile app improvements","starter","CA","google_ads","2024-12-01 23:13:18+01"
"8b852fec-c14","6034b4d4-1ca5-4474-aa2d-abc29508e107",20250301,"2025-03",8,"Passive",0,"Good but missing a few features","Bulk actions","starter","CA","google_ads","2025-03-01 03:17:48+01"
"38db1c01-a80","6034b4d4-1ca5-4474-aa2d-abc29508e107",20250601,"2025-06",9,"Promoter",1,"Clean UI, nothing bloated","More integrations","starter","CA","google_ads","2025-06-01 04:28:30+01"
"d9c3d43f-b0b","c1690484-e760-4987-9113-26b2a3beb41a",20240601,"2024-06",3,"Detractor",-1,"Keeps crashing on mobile","Better reporting","pro","CA","google_ads","2024-06-01 10:57:09+01"
"3052401d-d84","c1690484-e760-4987-9113-26b2a3beb41a",20240901,"2024-09",9,"Promoter",1,"Saves me hours every week","More integrations","pro","CA","google_ads","2024-09-01 06:56:01+01"
"79550a7c-de3","c1690484-e760-4987-9113-26b2a3beb41a",20241201,"2024-12",9,"Promoter",1,"Clean UI, nothing bloated","Mobile app improvements","pro","CA","google_ads","2024-12-01 23:47:49+01"
"31bcba78-f15","c1690484-e760-4987-9113-26b2a3beb41a",20250301,"2025-03",5,"Detractor",-1,"Too expensive for what it offers","Mobile app improvements","pro","CA","google_ads","2025-03-01 11:09:01+01"
"3e385d4c-872","c1690484-e760-4987-9113-26b2a3beb41a",20250601,"2025-06",1,"Detractor",-1,"Too expensive for what it offers","","pro","CA","google_ads","2025-06-01 23:29:31+01"
"b2db50c3-990","a77c14b3-e387-4a54-9b56-8bb39f8c5adc",20240301,"2024-03",8,"Passive",0,"Decent price","Better reporting","starter","ZA","linkedin_ads","2024-03-01 10:10:40+01"
"f3ac2268-773","a77c14b3-e387-4a54-9b56-8bb39f8c5adc",20240601,"2024-06",8,"Passive",0,"Good but missing a few features","Bulk actions","starter","ZA","linkedin_ads","2024-06-01 04:57:26+01"
"31004194-7f9","a77c14b3-e387-4a54-9b56-8bb39f8c5adc",20240901,"2024-09",8,"Passive",0,"Decent price","Better reporting","starter","ZA","linkedin_ads","2024-09-01 10:59:18+01"
"d7ef877f-86c","a77c14b3-e387-4a54-9b56-8bb39f8c5adc",20241201,"2024-12",10,"Promoter",1,"Best tool for my team","API docs","starter","ZA","linkedin_ads","2024-12-01 11:14:36+01"
"5267c239-d94","a77c14b3-e387-4a54-9b56-8bb39f8c5adc",20250301,"2025-03",5,"Detractor",-1,"Missing integrations I need","Bulk actions","starter","ZA","linkedin_ads","2025-03-01 23:22:18+01"
"fa067bce-3af","a77c14b3-e387-4a54-9b56-8bb39f8c5adc",20250601,"2025-06",8,"Passive",0,"Good but missing a few features","Bulk actions","starter","ZA","linkedin_ads","2025-06-01 17:33:02+01"
"0f30634d-256","007e807a-b3ee-4248-883b-a886ebfa96ff",20240601,"2024-06",10,"Promoter",1,"Love the kanban board","Bulk actions","pro","ZA","linkedin_ads","2024-06-01 18:16:39+01"
"f458a1e9-c48","007e807a-b3ee-4248-883b-a886ebfa96ff",20240901,"2024-09",10,"Promoter",1,"Clean UI, nothing bloated","Better reporting","pro","ZA","linkedin_ads","2024-09-01 12:41:48+01"
"7e55d6e2-fcd","007e807a-b3ee-4248-883b-a886ebfa96ff",20241201,"2024-12",9,"Promoter",1,"Clean UI, nothing bloated","Mobile app improvements","pro","ZA","linkedin_ads","2024-12-01 19:38:39+01"
"8c315faa-d8e","007e807a-b3ee-4248-883b-a886ebfa96ff",20250301,"2025-03",6,"Detractor",-1,"Too expensive for what it offers","API docs","pro","ZA","linkedin_ads","2025-03-01 23:00:56+01"
"2c8e879c-ee9","007e807a-b3ee-4248-883b-a886ebfa96ff",20250601,"2025-06",8,"Passive",0,"Decent price","Better reporting","pro","ZA","linkedin_ads","2025-06-01 15:34:10+01"
"6f66f7d0-f60","e0854a27-2cbd-453f-bc49-493d550003d8",20241201,"2024-12",8,"Passive",0,"Good but missing a few features","API docs","pro","US","organic_search","2024-12-01 23:24:31+01"
"0c632f8d-9ed","e0854a27-2cbd-453f-bc49-493d550003d8",20250301,"2025-03",8,"Passive",0,"Decent price","Mobile app improvements","pro","US","organic_search","2025-03-01 16:26:23+01"
"f6c94e94-107","e0854a27-2cbd-453f-bc49-493d550003d8",20250601,"2025-06",10,"Promoter",1,"Clean UI, nothing bloated","Bulk actions","pro","US","organic_search","2025-06-01 19:42:01+01"
"ea22b819-cd8","7f7f2bc1-ff30-4bea-abf9-54adf4173249",20250301,"2025-03",9,"Promoter",1,"Saves me hours every week","Bulk actions","pro","US","linkedin_ads","2025-03-01 22:01:18+01"
"4a570bdb-ac3","7f7f2bc1-ff30-4bea-abf9-54adf4173249",20250601,"2025-06",10,"Promoter",1,"Clean UI, nothing bloated","More integrations","pro","US","linkedin_ads","2025-06-01 03:48:54+01"
"df107572-9be","7a840a0b-6c75-400b-82a3-c539fb517d9b",20240301,"2024-03",8,"Passive",0,"Works well enough","Better reporting","starter","GB","google_ads","2024-03-01 12:26:25+01"
"9dae6cce-dda","7a840a0b-6c75-400b-82a3-c539fb517d9b",20240601,"2024-06",10,"Promoter",1,"Clean UI, nothing bloated","Better reporting","starter","GB","google_ads","2024-06-01 20:40:40+01"
"43b79f90-157","7a840a0b-6c75-400b-82a3-c539fb517d9b",20240901,"2024-09",8,"Passive",0,"Good but missing a few features","Better reporting","starter","GB","google_ads","2024-09-01 14:20:13+01"
"51fb3e6f-7c6","7a840a0b-6c75-400b-82a3-c539fb517d9b",20241201,"2024-12",10,"Promoter",1,"Clean UI, nothing bloated","Mobile app improvements","starter","GB","google_ads","2024-12-01 23:27:00+01"
"f488b241-3d3","7a840a0b-6c75-400b-82a3-c539fb517d9b",20250301,"2025-03",10,"Promoter",1,"Super easy to use","","starter","GB","google_ads","2025-03-01 11:14:48+01"
"9e61ceb7-617","7a840a0b-6c75-400b-82a3-c539fb517d9b",20250601,"2025-06",10,"Promoter",1,"Love the kanban board","API docs","starter","GB","google_ads","2025-06-01 02:35:14+01"
"534f18d5-47e","8fa60340-4f6a-4b5d-b380-f59019a97945",20240301,"2024-03",7,"Passive",0,"Works well enough","Mobile app improvements","pro","NG","google_ads","2024-03-01 19:18:28+01"
"d95f9e76-4d3","8fa60340-4f6a-4b5d-b380-f59019a97945",20240601,"2024-06",8,"Passive",0,"Works well enough","","pro","NG","google_ads","2024-06-01 22:54:15+01"
"fbe120a7-6c8","8fa60340-4f6a-4b5d-b380-f59019a97945",20240901,"2024-09",9,"Promoter",1,"Great value","API docs","pro","NG","google_ads","2024-09-01 17:18:31+01"
"7a1cc169-3f4","8fa60340-4f6a-4b5d-b380-f59019a97945",20241202,"2024-12",8,"Passive",0,"Some bugs occasionally","More integrations","pro","NG","google_ads","2024-12-02 00:54:57+01"
"e2120c6a-81b","8fa60340-4f6a-4b5d-b380-f59019a97945",20250301,"2025-03",6,"Detractor",-1,"Too expensive for what it offers","More integrations","pro","NG","google_ads","2025-03-01 16:41:21+01"
"bfe9a59c-552","8fa60340-4f6a-4b5d-b380-f59019a97945",20250601,"2025-06",10,"Promoter",1,"Clean UI, nothing bloated","","pro","NG","google_ads","2025-06-01 17:41:51+01"
"47c82268-603","3c2a6b98-3637-4952-ac7c-6cf4b01d7ec6",20240901,"2024-09",9,"Promoter",1,"Super easy to use","Better reporting","starter","US","organic_search","2024-09-01 21:48:30+01"
"afd38780-7ce","3c2a6b98-3637-4952-ac7c-6cf4b01d7ec6",20241201,"2024-12",9,"Promoter",1,"Saves me hours every week","Bulk actions","starter","US","organic_search","2024-12-01 06:07:57+01"
