response_id,submitted_at,hidden.user_id,hidden.plan,hidden.country,question.nps_score,question.reason,question.feature_request
2250540b-cad,2025-03-01T02:18:31Z,e0ab5aa6-b62f-40b8-a999-2809f58cc285,business,NG,6,Too expensive for what it offers,API docs
b90d47c7-d08,2025-06-01T08:59:00Z,e0ab5aa6-b62f-40b8-a999-2809f58cc285,business,NG,0,Too expensive for what it offers,API docs
6f2ac6ae-352,2024-03-01T05:48:48Z,30cf2bd1-54f1-4783-a497-55054e73fe1c,pro,US,6,Keeps crashing on mobile,
82ca8d07-a20,2024-06-01T13:11:52Z,30cf2bd1-54f1-4783-a497-55054e73fe1c,pro,US,5,Keeps crashing on mobile,Better reporting
877fd1d3-643,2024-09-01T22:04:43Z,30cf2bd1-54f1-4783-a497-55054e73fe1c,pro,US,10,Super easy to use,Better reporting
3dc243a6-f68,2024-12-01T09:32:28Z,30cf2bd1-54f1-4783-a497-55054e73fe1c,pro,US,3,Support was slow,API docs
80a6fd5c-b60,2025-03-01T11:41:39Z,30cf2bd1-54f1-4783-a497-55054e73fe1c,pro,US,2,Missing integrations I need,Bulk actions
16180720-551,2025-06-01T12:44:17Z,30cf2bd1-54f1-4783-a497-55054e73fe1c,pro,US,7,Decent price,API docs
ae8e9c2d-78f,2024-03-01T16:02:04Z,4b01b2d4-76d4-4aa4-9dec-b278fe32a515,starter,GB,8,Decent price,Bulk actions
51546863-6c6,2024-06-01T06:39:42Z,4b01b2d4-76d4-4aa4-9dec-b278fe32a515,starter,GB,9,Love the kanban board,Better reporting
d124d8ed-6c0,2024-09-01T00:30:04Z,4b01b2d4-76d4-4aa4-9dec-b278fe32a515,starter,GB,9,Best tool for my team,Better reporting
e22bb3e9-102,2024-12-01T07:31:02Z,4b01b2d4-76d4-4aa4-9dec-b278fe32a515,starter,GB,10,Super easy to use,Mobile app improvements
7e02bcee-f65,2025-03-01T21:35:33Z,4b01b2d4-76d4-4aa4-9dec-b278fe32a515,starter,GB,10,Best tool for my team,Bulk actions
04e2a56e-156,2025-06-01T19:50:47Z,4b01b2d4-76d4-4aa4-9dec-b278fe32a515,starter,GB,9,Super easy to use,Mobile app improvements
ae50b34d-2fa,2024-09-01T03:37:24Z,e7d463d6-4c20-4b3f-92ac-a8564f7f9997,starter,ZA,6,Confusing onboarding,Bulk actions
eda12a46-456,2024-12-01T07:13:52Z,e7d463d6-4c20-4b3f-92ac-a8564f7f9997,starter,ZA,10,Saves me hours every week,Bulk actions
4c491a5b-aeb,2025-03-01T21:28:57Z,e7d463d6-4c20-4b3f-92ac-a8564f7f9997,starter,ZA,8,Some bugs occasionally,Mobile app improvements
833f7686-bf3,2025-06-01T10:01:18Z,e7d463d6-4c20-4b3f-92ac-a8564f7f9997,starter,ZA,9,"Clean UI, nothing bloated",Bulk actions
33b9e7d4-4d9,2024-06-01T20:41:40Z,6034b4d4-1ca5-4474-aa2d-abc29508e107,starter,CA,9,Best tool for my team,
da8d58f8-371,2024-09-01T19:00:52Z,6034b4d4-1ca5-4474-aa2d-abc29508e107,starter,CA,10,Super easy to use,API docs
25d2f3fd-3ca,2024-12-01T22:13:18Z,6034b4d4-1ca5-4474-aa2d-abc29508e107,starter,CA,10,Super easy to use,Mobile app improvements
8b852fec-c14,2025-03-01T02:17:48Z,6034b4d4-1ca5-4474-aa2d-abc29508e107,starter,CA,8,Good but missing a few features,Bulk actions
38db1c01-a80,2025-06-01T03:28:30Z,6034b4d4-1ca5-4474-aa2d-abc29508e107,starter,CA,9,"Clean UI, nothing bloated",More integrations
d9c3d43f-b0b,2024-06-01T09:57:09Z,c1690484-e760-4987-9113-26b2a3beb41a,pro,CA,3,Keeps crashing on mobile,Better reporting
3052401d-d84,2024-09-01T05:56:01Z,c1690484-e760-4987-9113-26b2a3beb41a,pro,CA,9,Saves me hours every week,More integrations
79550a7c-de3,2024-12-01T22:47:49Z,c1690484-e760-4987-9113-26b2a3beb41a,pro,CA,9,"Clean UI, nothing bloated",Mobile app improvements
31bcba78-f15,2025-03-01T10:09:01Z,c1690484-e760-4987-9113-26b2a3beb41a,pro,CA,5,Too expensive for what it offers,Mobile app improvements
3e385d4c-872,2025-06-01T22:29:31Z,c1690484-e760-4987-9113-26b2a3beb41a,pro,CA,1,Too expensive for what it offers,
b2db50c3-990,2024-03-01T09:10:40Z,a77c14b3-e387-4a54-9b56-8bb39f8c5adc,starter,ZA,8,Decent price,Better reporting
f3ac2268-773,2024-06-01T03:57:26Z,a77c14b3-e387-4a54-9b56-8bb39f8c5adc,starter,ZA,8,Good but missing a few features,Bulk actions
31004194-7f9,2024-09-01T09:59:18Z,a77c14b3-e387-4a54-9b56-8bb39f8c5adc,starter,ZA,8,Decent price,Better reporting
d7ef877f-86c,2024-12-01T10:14:36Z,a77c14b3-e387-4a54-9b56-8bb39f8c5adc,starter,ZA,10,Best tool for my team,API docs
5267c239-d94,2025-03-01T22:22:18Z,a77c14b3-e387-4a54-9b56-8bb39f8c5adc,starter,ZA,5,Missing integrations I need,Bulk actions
fa067bce-3af,2025-06-01T16:33:02Z,a77c14b3-e387-4a54-9b56-8bb39f8c5adc,starter,ZA,8,Good but missing a few features,Bulk actions
0f30634d-256,2024-06-01T17:16:39Z,007e807a-b3ee-4248-883b-a886ebfa96ff,pro,ZA,10,Love the kanban board,Bulk actions
f458a1e9-c48,2024-09-01T11:41:48Z,007e807a-b3ee-4248-883b-a886ebfa96ff,pro,ZA,10,"Clean UI, nothing bloated",Better reporting
7e55d6e2-fcd,2024-12-01T18:38:39Z,007e807a-b3ee-4248-883b-a886ebfa96ff,pro,ZA,9,"Clean UI, nothing bloated",Mobile app improvements
8c315faa-d8e,2025-03-01T22:00:56Z,007e807a-b3ee-4248-883b-a886ebfa96ff,pro,ZA,6,Too expensive for what it offers,API docs
2c8e879c-ee9,2025-06-01T14:34:10Z,007e807a-b3ee-4248-883b-a886ebfa96ff,pro,ZA,8,Decent price,Better reporting
6f66f7d0-f60,2024-12-01T22:24:31Z,e0854a27-2cbd-453f-bc49-493d550003d8,pro,US,8,Good but missing a few features,API docs
0c632f8d-9ed,2025-03-01T15:26:23Z,e0854a27-2cbd-453f-bc49-493d550003d8,pro,US,8,Decent price,Mobile app improvements
f6c94e94-107,2025-06-01T18:42:01Z,e0854a27-2cbd-453f-bc49-493d550003d8,pro,US,10,"Clean UI, nothing bloated",Bulk actions
ea22b819-cd8,2025-03-01T21:01:18Z,7f7f2bc1-ff30-4bea-abf9-54adf4173249,pro,US,9,Saves me hours every week,Bulk actions
4a570bdb-ac3,2025-06-01T02:48:54Z,7f7f2bc1-ff30-4bea-abf9-54adf4173249,pro,US,10,"Clean UI, nothing bloated",More integrations
df107572-9be,2024-03-01T11:26:25Z,7a840a0b-6c75-400b-82a3-c539fb517d9b,starter,GB,8,Works well enough,Better reporting
9dae6cce-dda,2024-06-01T19:40:40Z,7a840a0b-6c75-400b-82a3-c539fb517d9b,starter,GB,10,"Clean UI, nothing bloated",Better reporting
43b79f90-157,2024-09-01T13:20:13Z,7a840a0b-6c75-400b-82a3-c539fb517d9b,starter,GB,8,Good but missing a few features,Better reporting
51fb3e6f-7c6,2024-12-01T22:27:00Z,7a840a0b-6c75-400b-82a3-c539fb517d9b,starter,GB,10,"Clean UI, nothing bloated",Mobile app improvements
f488b241-3d3,2025-03-01T10:14:48Z,7a840a0b-6c75-400b-82a3-c539fb517d9b,starter,GB,10,Super easy to use,
9e61ceb7-617,2025-06-01T01:35:14Z,7a840a0b-6c75-400b-82a3-c539fb517d9b,starter,GB,10,Love the kanban board,API docs
534f18d5-47e,2024-03-01T18:18:28Z,8fa60340-4f6a-4b5d-b380-f59019a97945,pro,NG,7,Works well enough,Mobile app improvements
d95f9e76-4d3,2024-06-01T21:54:15Z,8fa60340-4f6a-4b5d-b380-f59019a97945,pro,NG,8,Works well enough,
fbe120a7-6c8,2024-09-01T16:18:31Z,8fa60340-4f6a-4b5d-b380-f59019a97945,pro,NG,9,Great value,API docs
7a1cc169-3f4,2024-12-01T23:54:57Z,8fa60340-4f6a-4b5d-b380-f59019a97945,pro,NG,8,Some bugs occasionally,More integrations
e2120c6a-81b,2025-03-01T15:41:21Z,8fa60340-4f6a-4b5d-b380-f59019a97945,pro,NG,6,Too expensive for what it offers,More integrations
bfe9a59c-552,2025-06-01T16:41:51Z,8fa60340-4f6a-4b5d-b380-f59019a97945,pro,NG,10,"Clean UI, nothing bloated",
47c82268-603,2024-09-01T20:48:30Z,3c2a6b98-3637-4952-ac7c-6cf4b01d7ec6,starter,US,9,Super easy to use,Better reporting
afd38780-7ce,2024-12-01T05:07:57Z,3c2a6b98-3637-4952-ac7c-6cf4b01d7ec6,starter,US,9,Saves me hours every week,Bulk actions
63589b13-1e2,2025-03-01T16:56:55Z,3c2a6b98-3637-4952-ac7c-6cf4b01d7ec6,starter,US,8,Decent price,Bulk actions
124d1bae-54a,2025-06-01T14:26:35Z,3c2a6b98-3637-4952-ac7c-6cf4b01d7ec6,starter,US,9,"Clean UI, nothing bloated",
1060eaa2-569,2024-03-01T21:07:24Z,062dfc6d-5043-4d98-93e9-9e2be6b3fb61,pro,NG,10,"Clean UI, nothing bloated",
3b162ab3-100,2024-06-01T07:37:08Z,062dfc6d-5043-4d98-93e9-9e2be6b3fb61,pro,NG,10,Great value,
753bb4fb-00e,2024-09-01T17:17:10Z,062dfc6d-5043-4d98-93e9-9e2be6b3fb61,pro,NG,10,"Clean UI, nothing bloated",API docs
922ec17d-37f,2024-12-01T11:27:02Z,062dfc6d-5043-4d98-93e9-9e2be6b3fb61,pro,NG,10,Best tool for my team,Bulk actions
8dc012ec-100,2025-03-01T22:47:55Z,062dfc6d-5043-4d98-93e9-9e2be6b3fb61,pro,NG,9,Best tool for my team,Bulk actions
adddb26e-a0f,2025-06-01T00:17:15Z,062dfc6d-5043-4d98-93e9-9e2be6b3fb61,pro,NG,6,Support was slow,API docs
ebacb7ba-ceb,2024-06-01T04:58:32Z,596a7fa8-ab55-45a9-a5f7-0ebad3def23e,pro,NG,10,Super easy to use,Better reporting
666d5b3d-ac8,2024-09-01T18:22:57Z,596a7fa8-ab55-45a9-a5f7-0ebad3def23e,pro,NG,7,Decent price,
191ab673-1b7,2024-12-01T07:00:38Z,596a7fa8-ab55-45a9-a5f7-0ebad3def23e,pro,NG,10,Love the kanban board,
099c92dd-dd9,2025-03-01T04:14:26Z,596a7fa8-ab55-45a9-a5f7-0ebad3def23e,pro,NG,7,Good but missing a few features,More integrations
9fe73cdf-4e9,2025-06-01T11:45:37Z,596a7fa8-ab55-45a9-a5f7-0ebad3def23e,pro,NG,10,Best tool for my team,API docs
1e0c7186-8d1,2024-09-01T20:21:10Z,cc82fffe-7092-447d-ba2a-71ce3c2c1c40,starter,GB,10,Super easy to use,API docs
18c21548-d41,2024-12-01T17:45:39Z,cc82fffe-7092-447d-ba2a-71ce3c2c1c40,starter,GB,9,Great value,Mobile app improvements
584dc0f3-b0d,2025-03-01T05:18:51Z,cc82fffe-7092-447d-ba2a-71ce3c2c1c40,starter,GB,7,Decent price,Mobile app improvements
9ab01981-9f2,2025-06-01T21:52:15Z,cc82fffe-7092-447d-ba2a-71ce3c2c1c40,starter,GB,10,Great value,Mobile app improvements
7a7b74f0-054,2024-03-01T18:59:54Z,45eb943f-5f00-4c0e-a879-983f20abcb94,business,DE,9,Super easy to use,More integrations
1ef91da1-a8b,2024-06-01T18:47:36Z,45eb943f-5f00-4c0e-a879-983f20abcb94,business,DE,8,Some bugs occasionally,
6472dc03-f4e,2024-09-01T17:26:35Z,45eb943f-5f00-4c0e-a879-983f20abcb94,business,DE,7,Decent price,API docs
8dab8496-172,2024-12-01T18:39:09Z,45eb943f-5f00-4c0e-a879-983f20abcb94,business,DE,8,Good but missing a few features,
608cd57d-16b,2025-03-01T17:30:51Z,45eb943f-5f00-4c0e-a879-983f20abcb94,business,DE,10,Best tool for my team,
baa01b10-a48,2025-06-01T06:38:03Z,45eb943f-5f00-4c0e-a879-983f20abcb94,business,DE,8,Decent price,Better reporting
f3c2dbe9-83e,2024-03-01T16:24:35Z,a7637559-2519-4035-84bd-1c0f1157da81,starter,KE,2,Confusing onboarding,More integrations
7945c3e0-8f1,2024-06-01T23:31:45Z,a7637559-2519-4035-84bd-1c0f1157da81,starter,KE,10,Love the kanban board,API docs
794be427-abf,2024-09-01T21:43:03Z,a7637559-2519-4035-84bd-1c0f1157da81,starter,KE,5,Confusing onboarding,More integrations
50ca4a92-e88,2024-12-01T03:09:24Z,a7637559-2519-4035-84bd-1c0f1157da81,starter,KE,9,"Clean UI, nothing bloated",API docs
d42c8d67-b4a,2025-03-01T04:39:07Z,a7637559-2519-4035-84bd-1c0f1157da81,starter,KE,10,Best tool for my team,API docs
263368b7-f0a,2025-06-01T19:11:29Z,a7637559-2519-4035-84bd-1c0f1157da81,starter,KE,10,Best tool for my team,More integrations
aa72e036-68e,2024-12-01T19:39:33Z,c9cd8e3d-cc0e-4884-a7e9-7cf40c963940,business,IN,9,"Clean UI, nothing bloated",Mobile app improvements
a3019304-e66,2025-03-01T21:09:28Z,c9cd8e3d-cc0e-4884-a7e9-7cf40c963940,business,IN,5,Keeps crashing on mobile,
3c338d36-960,2025-06-01T02:14:03Z,c9cd8e3d-cc0e-4884-a7e9-7cf40c963940,business,IN,6,Support was slow,API docs
7dab2acc-6e7,2025-03-01T00:18:32Z,ff0024b9-dfbf-453e-93fb-745d2af41459,business,US,9,Saves me hours every week,Mobile app improvements
f0b2e36d-15c,2025-06-01T04:38:18Z,ff0024b9-dfbf-453e-93fb-745d2af41459,business,US,6,Keeps crashing on mobile,Mobile app improvements
0249dfa3-eea,2024-06-01T10:51:27Z,19f7e7fc-0633-4f1b-8f70-da67a5069047,business,CA,9,Love the kanban board,Mobile app improvements
c4820cc5-efe,2024-09-01T14:52:54Z,19f7e7fc-0633-4f1b-8f70-da67a5069047,business,CA,8,Works well enough,Bulk actions
3158ba6b-0e0,2024-12-01T00:30:24Z,19f7e7fc-0633-4f1b-8f70-da67a5069047,business,CA,9,Love the kanban board,API docs
1625c12b-cfa,2025-03-01T19:46:52Z,19f7e7fc-0633-4f1b-8f70-da67a5069047,business,CA,6,Too expensive for what it offers,API docs
e719c5db-5eb,2025-06-01T21:39:01Z,19f7e7fc-0633-4f1b-8f70-da67a5069047,business,CA,9,Great value,Better reporting
e3066e7b-453,2024-06-01T19:40:50Z,728324e1-e8a9-4a58-a87d-1b5be134590a,pro,NG,7,Good but missing a few features,More integrations
e67a1613-ea1,2024-09-01T08:44:57Z,728324e1-e8a9-4a58-a87d-1b5be134590a,pro,NG,9,Great value,
d2c54f25-43f,2024-12-01T17:22:03Z,728324e1-e8a9-4a58-a87d-1b5be134590a,pro,NG,10,Best tool for my team,Bulk actions
4c408708-668,2025-03-01T22:55:51Z,728324e1-e8a9-4a58-a87d-1b5be134590a,pro,NG,9,Saves me hours every week,Bulk actions
4b4db1d2-dad,2025-06-01T17:15:48Z,728324e1-e8a9-4a58-a87d-1b5be134590a,pro,NG,8,Works well enough,Bulk actions
4af7b022-fd4,2025-03-01T13:43:39Z,5612be77-7e9b-4991-8112-f2678452171c,business,NG,6,Missing integrations I need,Better reporting
4b9bdb11-943,2025-06-01T02:48:08Z,5612be77-7e9b-4991-8112-f2678452171c,business,NG,10,"Clean UI, nothing bloated",Mobile app improvements
feb5b021-189,2025-03-01T00:29:37Z,7456a183-4e68-42d2-92cf-300aac1b35a5,business,NG,10,Saves me hours every week,Better reporting
33764955-b33,2025-06-01T16:48:30Z,7456a183-4e68-42d2-92cf-300aac1b35a5,business,NG,10,Saves me hours every week,API docs
e1fe36df-bcd,2024-09-01T14:01:11Z,253ceff3-2319-46bb-a051-a3f99b521d31,starter,NG,2,Support was slow,Mobile app improvements
cdaeb34e-fcd,2024-12-01T18:11:41Z,253ceff3-2319-46bb-a051-a3f99b521d31,starter,NG,10,Best tool for my team,More integrations
086d2546-f91,2025-03-01T02:33:27Z,253ceff3-2319-46bb-a051-a3f99b521d31,starter,NG,6,Support was slow,More integrations
9f15081e-17a,2025-06-01T19:46:58Z,253ceff3-2319-46bb-a051-a3f99b521d31,starter,NG,9,Best tool for my team,Better reporting
9079e4f8-f5f,2024-06-01T00:15:51Z,d8775e3b-8f57-423c-9149-7fca8cfb65ce,pro,NG,10,"Clean UI, nothing bloated",More integrations
9844d14c-cec,2024-09-01T12:18:38Z,d8775e3b-8f57-423c-9149-7fca8cfb65ce,pro,NG,10,Great value,API docs
cbb69baf-699,2024-12-01T04:20:35Z,d8775e3b-8f57-423c-9149-7fca8cfb65ce,pro,NG,7,Decent price,More integrations
06630264-9cf,2025-03-01T10:32:43Z,d8775e3b-8f57-423c-9149-7fca8cfb65ce,pro,NG,0,Confusing onboarding,Better reporting
f0568e66-c50,2025-06-01T05:22:33Z,d8775e3b-8f57-423c-9149-7fca8cfb65ce,pro,NG,9,Saves me hours every week,
7cdcea24-a18,2025-03-01T08:56:40Z,6da4ded4-e593-40d1-947a-b058ec912797,pro,ZA,9,Saves me hours every week,Better reporting
f9b0bf67-8e2,2025-06-01T13:07:07Z,6da4ded4-e593-40d1-947a-b058ec912797,pro,ZA,8,Works well enough,Mobile app improvements
afd8f03b-e40,2024-09-01T10:50:24Z,280d69e6-d8b2-4359-b870-c3682aa30b59,pro,GB,10,Great value,Mobile app improvements
fca54723-0be,2024-12-01T04:24:56Z,280d69e6-d8b2-4359-b870-c3682aa30b59,pro,GB,9,Saves me hours every week,API docs
e7763b1c-17b,2025-03-01T18:00:57Z,280d69e6-d8b2-4359-b870-c3682aa30b59,pro,GB,8,Some bugs occasionally,Better reporting
bc615543-5ea,2025-06-01T14:45:16Z,280d69e6-d8b2-4359-b870-c3682aa30b59,pro,GB,10,Love the kanban board,API docs
d15c5cf7-4a9,2024-09-01T14:21:46Z,4420029c-98ac-444c-9ba4-2120017a6d9e,pro,NG,9,Super easy to use,More integrations
5b95ff48-869,2024-12-01T06:29:50Z,4420029c-98ac-444c-9ba4-2120017a6d9e,pro,NG,7,Works well enough,
5a02bde7-6a1,2025-03-01T05:04:32Z,4420029c-98ac-444c-9ba4-2120017a6d9e,pro,NG,9,Love the kanban board,Better reporting
d90110c5-5d8,2025-06-01T10:15:45Z,4420029c-98ac-444c-9ba4-2120017a6d9e,pro,NG,10,Best tool for my team,More integrations
41187925-948,2025-06-01T19:27:27Z,c4bbf0ee-8682-497b-83f8-f4226d806187,starter,NG,5,Missing integrations I need,Better reporting
174adea4-647,2024-06-01T13:57:58Z,92ed1a9a-9870-4f1e-b072-31d43ac50600,pro,ZA,9,"Clean UI, nothing bloated",
43f159df-d72,2024-09-01T08:10:46Z,92ed1a9a-9870-4f1e-b072-31d43ac50600,pro,ZA,10,Great value,API docs
46c67339-9d7,2024-12-01T08:10:30Z,92ed1a9a-9870-4f1e-b072-31d43ac50600,pro,ZA,10,Super easy to use,Bulk actions
96b3f0f2-cc7,2025-03-01T09:14:49Z,92ed1a9a-9870-4f1e-b072-31d43ac50600,pro,ZA,10,Saves me hours every week,Mobile app improvements
a3eaffbc-193,2025-06-01T08:15:41Z,92ed1a9a-9870-4f1e-b072-31d43ac50600,pro,ZA,8,Good but missing a few features,Better reporting
e32ea2fc-cb5,2025-03-01T07:11:02Z,3a1f2b87-7ae1-4a22-8092-ec54cda2ee92,pro,GB,10,Great value,API docs
d153abf2-9c2,2025-06-01T00:38:13Z,3a1f2b87-7ae1-4a22-8092-ec54cda2ee92,pro,GB,9,Best tool for my team,Bulk actions
836967c4-fa2,2024-06-01T07:15:42Z,ace72e09-e54f-4867-842f-0eaf02bc83c8,pro,GH,6,Support was slow,Mobile app improvements
e67fd6a2-a01,2024-09-01T19:18:32Z,ace72e09-e54f-4867-842f-0eaf02bc83c8,pro,GH,10,Great value,API docs
f31f19dd-724,2024-12-01T20:14:39Z,ace72e09-e54f-4867-842f-0eaf02bc83c8,pro,GH,8,Works well enough,API docs
ad331545-cff,2025-03-01T03:09:13Z,ace72e09-e54f-4867-842f-0eaf02bc83c8,pro,GH,5,Confusing onboarding,
21f3d488-dbc,2025-06-01T17:19:11Z,ace72e09-e54f-4867-842f-0eaf02bc83c8,pro,GH,4,Keeps crashing on mobile,Better reporting
e26785c0-5f1,2024-06-01T21:25:55Z,1d367865-a456-4d24-82be-3058dd0315d0,business,US,10,"Clean UI, nothing bloated",Better reporting
f4f0af6d-d23,2024-09-01T17:29:44Z,1d367865-a456-4d24-82be-3058dd0315d0,business,US,8,Good but missing a few features,API docs
bff57db1-da8,2024-12-01T05:57:27Z,1d367865-a456-4d24-82be-3058dd0315d0,business,US,9,Great value,Better reporting
be681947-325,2025-03-01T05:19:21Z,1d367865-a456-4d24-82be-3058dd0315d0,business,US,8,Decent price,Bulk actions
74c4d7f5-36c,2025-06-01T04:32:31Z,1d367865-a456-4d24-82be-3058dd0315d0,business,US,9,Saves me hours every week,Bulk actions
b2e60c30-a1f,2024-03-01T02:43:50Z,4fe6c0d1-f0e7-4cb5-9787-23e33a216ed2,pro,GB,8,Some bugs occasionally,
96d6c00a-b9c,2024-06-01T20:40:40Z,4fe6c0d1-f0e7-4cb5-9787-23e33a216ed2,pro,GB,9,Saves me hours every week,Mobile app improvements
079e4606-31a,2024-09-01T21:56:01Z,4fe6c0d1-f0e7-4cb5-9787-23e33a216ed2,pro,GB,10,Saves me hours every week,
20db3902-20c,2024-12-01T13:11:15Z,4fe6c0d1-f0e7-4cb5-9787-23e33a216ed2,pro,GB,10,Saves me hours every week,More integrations
5adee81a-66a,2025-03-01T01:53:39Z,4fe6c0d1-f0e7-4cb5-9787-23e33a216ed2,pro,GB,8,Works well enough,More integrations
a4fe406d-578,2025-06-01T19:30:56Z,4fe6c0d1-f0e7-4cb5-9787-23e33a216ed2,pro,GB,9,Saves me hours every week,API docs
175b86bf-124,2024-09-01T03:21:37Z,1be6b9d7-41c9-4d2f-a70d-903cc531acca,starter,ZA,7,Good but missing a few features,
712de8c1-79c,2024-12-01T19:36:54Z,1be6b9d7-41c9-4d2f-a70d-903cc531acca,starter,ZA,9,Best tool for my team,Mobile app improvements
fc4de8bf-698,2025-03-01T06:59:11Z,1be6b9d7-41c9-4d2f-a70d-903cc531acca,starter,ZA,8,Decent price,
34edb1c6-a12,2025-06-01T09:51:36Z,1be6b9d7-41c9-4d2f-a70d-903cc531acca,starter,ZA,10,Saves me hours every week,
fd4b4e63-e04,2025-03-01T11:58:25Z,b1ee4131-79c8-4cf8-9e4d-d4c6c106620c,pro,GB,10,Saves me hours every week,Mobile app improvements
8d77bdcd-f90,2025-06-01T17:07:34Z,b1ee4131-79c8-4cf8-9e4d-d4c6c106620c,pro,GB,9,Saves me hours every week,More integrations
708f2485-9b4,2024-03-01T17:50:18Z,e929f4e0-bf69-4638-b350-50d92187fdfc,pro,KE,10,Super easy to use,API docs
9229fe2c-7b6,2024-06-01T16:29:10Z,e929f4e0-bf69-4638-b350-50d92187fdfc,pro,KE,9,Great value,Mobile app improvements
62181484-d15,2024-09-01T10:11:54Z,e929f4e0-bf69-4638-b350-50d92187fdfc,pro,KE,9,"Clean UI, nothing bloated",API docs
d1c16b77-88f,2024-12-01T13:43:03Z,e929f4e0-bf69-4638-b350-50d92187fdfc,pro,KE,10,Saves me hours every week,Mobile app improvements
1fa6d2da-a70,2025-03-01T10:18:55Z,e929f4e0-bf69-4638-b350-50d92187fdfc,pro,KE,10,"Clean UI, nothing bloated",
563af176-2ca,2025-06-01T22:52:34Z,e929f4e0-bf69-4638-b350-50d92187fdfc,pro,KE,9,"Clean UI, nothing bloated",
3cab40fe-5e8,2024-12-01T16:44:23Z,a33a55fd-9e5a-422a-92b8-b06a1cea1dfd,starter,GH,9,Best tool for my team,
022e8c8e-535,2025-03-01T12:39:28Z,a33a55fd-9e5a-422a-92b8-b06a1cea1dfd,starter,GH,9,Love the kanban board,API docs
3f7c6dc4-b16,2025-06-01T07:32:57Z,a33a55fd-9e5a-422a-92b8-b06a1cea1dfd,starter,GH,10,Best tool for my team,More integrations
a46f213d-261,2025-03-01T21:53:39Z,8de864eb-fae2-49e5-a6a3-0f68296cd964,pro,GB,9,Great value,
d8c0f647-630,2025-06-01T14:57:11Z,8de864eb-fae2-49e5-a6a3-0f68296cd964,pro,GB,8,Good but missing a few features,Mobile app improvements
cabced14-e98,2024-12-01T12:45:23Z,c682fd25-2104-4dd7-bbb9-d1d94de53690,starter,NG,8,Works well enough,Mobile app improvements
65ba16f8-d04,2025-03-01T01:19:06Z,c682fd25-2104-4dd7-bbb9-d1d94de53690,starter,NG,9,Best tool for my team,
1a741bc5-d00,2025-06-01T01:43:24Z,c682fd25-2104-4dd7-bbb9-d1d94de53690,starter,NG,9,Best tool for my team,Better reporting
fc15da69-95e,2024-06-01T16:13:43Z,d6ba0b13-1e90-4386-8365-06c53352660b,pro,US,9,"Clean UI, nothing bloated",Bulk actions
731c0007-0a7,2024-09-01T11:41:05Z,d6ba0b13-1e90-4386-8365-06c53352660b,pro,US,8,Good but missing a few features,Mobile app improvements
9646adb4-963,2024-12-01T07:13:13Z,d6ba0b13-1e90-4386-8365-06c53352660b,pro,US,7,Works well enough,More integrations
e0c33cc6-985,2025-03-01T00:32:04Z,d6ba0b13-1e90-4386-8365-06c53352660b,pro,US,10,Great value,Better reporting
3bc2bf4d-c04,2025-06-01T18:49:21Z,d6ba0b13-1e90-4386-8365-06c53352660b,pro,US,6,Keeps crashing on mobile,Better reporting
ebf8add7-350,2024-09-01T01:19:50Z,8df4122d-f01b-4a32-be67-44a99402f5c2,starter,CA,9,Super easy to use,More integrations
e2cbe96a-963,2024-12-01T17:42:12Z,8df4122d-f01b-4a32-be67-44a99402f5c2,starter,CA,10,Love the kanban board,Better reporting
9be91718-0f5,2025-03-01T11:42:15Z,8df4122d-f01b-4a32-be67-44a99402f5c2,starter,CA,8,Some bugs occasionally,Bulk actions
c4f63964-3f9,2025-06-01T02:14:25Z,8df4122d-f01b-4a32-be67-44a99402f5c2,starter,CA,8,Some bugs occasionally,API docs
e56f9ca5-933,2024-12-01T00:47:36Z,899f3301-1012-4f00-b6a9-ed48d83cf442,pro,NG,10,Love the kanban board,Mobile app improvements
df149fb0-8ad,2025-03-01T19:33:52Z,899f3301-1012-4f00-b6a9-ed48d83cf442,pro,NG,8,Works well enough,Better reporting
1a82c4f4-a50,2025-06-01T00:10:45Z,899f3301-1012-4f00-b6a9-ed48d83cf442,pro,NG,9,"Clean UI, nothing bloated",Mobile app improvements
ee161d59-6ee,2024-03-01T23:34:26Z,11ec1245-5aaa-44af-8aa1-17b88994502c,pro,KE,9,"Clean UI, nothing bloated",Better reporting
b09425cf-69f,2024-06-01T13:41:49Z,11ec1245-5aaa-44af-8aa1-17b88994502c,pro,KE,10,"Clean UI, nothing bloated",More integrations
f7963159-fd1,2024-09-01T00:51:22Z,11ec1245-5aaa-44af-8aa1-17b88994502c,pro,KE,10,Best tool for my team,More integrations
dd353553-f91,2024-12-01T06:13:48Z,11ec1245-5aaa-44af-8aa1-17b88994502c,pro,KE,10,Best tool for my team,Mobile app improvements
b875dd79-11f,2025-03-01T10:16:57Z,11ec1245-5aaa-44af-8aa1-17b88994502c,pro,KE,4,Missing integrations I need,Mobile app improvements
311d491c-651,2025-06-01T07:20:40Z,11ec1245-5aaa-44af-8aa1-17b88994502c,pro,KE,4,Too expensive for what it offers,
000fb1eb-8f1,2024-06-01T02:46:27Z,c2c2d2f0-6690-4940-897a-d5686d41a4fc,starter,GB,9,Super easy to use,More integrations
3b80daaf-5f3,2024-09-01T13:54:42Z,c2c2d2f0-6690-4940-897a-d5686d41a4fc,starter,GB,9,Super easy to use,More integrations
